Time,Temp (C),Gas (Ohm),Humidity (%),PM 1.0: %d,PM 2.5: %d,PM 10: %d,Particles > 0.3um / 0.1L air,Particles > 0.5um / 0.1L air,Particles > 1.0um / 0.1L air,Particles > 2.5um / 0.1L air,Particles > 5.0um / 0.1L air,Particles > 10um / 0.1L air
1740008256.0918062,23.876484375,144811,49.88899914922132,0,0,0,120,32,2,0,0,0
1740008257.103224,23.88,144561,49.89544218674729,0,0,0,120,29,2,0,0,0
1740008258.1138859,23.883125,144437,49.889841537201136,0,0,0,120,29,2,0,0,0
1740008259.1245227,23.8856640625,144437,49.9021581242286,0,0,0,120,29,2,0,0,0
1740008260.1352081,23.8872265625,143574,49.90835394195824,0,0,0,105,24,1,0,0,0
1740008261.1458235,23.8880078125,142842,49.91445084874041,0,0,0,105,24,1,0,0,0
1740008262.156517,23.889765625,142963,49.968662984679845,0,0,0,105,24,1,0,0,0
1740008263.1683376,23.891328125,143697,50.02286679732733,0,0,0,99,24,1,0,0,0
1740008264.1796057,23.89015625,144313,50.04072314230899,0,0,0,99,24,1,0,0,0
1740008265.191348,23.8895703125,143943,50.03464666655374,0,0,0,99,24,1,0,0,0
1740008266.2032146,23.88859375,143820,50.01051666815969,0,0,0,111,26,2,0,0,0
1740008267.2150145,23.88703125,144935,49.99831639068795,0,0,0,111,26,2,0,0,0
1740008268.226818,23.8856640625,144437,49.9741417436841,0,0,0,111,26,2,0,0,0
1740008269.2386148,23.8844921875,144686,49.93799757420901,0,0,0,114,27,2,0,0,0
1740008270.250355,23.8825390625,144066,49.91375681974462,0,0,0,114,27,2,0,0,0
1740008271.2622113,23.8794140625,144437,49.901365118359664,0,0,0,114,27,2,0,0,0
1740008272.274035,23.875703125,145689,49.870910171768784,0,0,0,114,27,2,0,0,0
1740008273.2854557,23.8708203125,145942,49.84630749996683,0,0,0,114,27,2,0,0,0
1740008274.2967987,23.8641796875,145563,49.82148578441825,0,0,0,114,27,2,0,0,0
1740008275.3085744,23.86046875,144686,49.79703898301814,0,0,0,114,27,3,0,0,0
1740008276.32038,23.8579296875,145942,49.790723784303054,0,0,0,114,27,3,0,0,0
1740008277.3322568,23.8563671875,145563,49.78453250695154,0,0,0,114,27,3,0,0,0
1740008278.3440633,23.8548046875,145311,49.77234847533734,0,0,0,114,27,3,0,0,0
1740008279.3558104,23.8503125,146069,49.771779793620816,0,0,0,114,27,3,0,0,0
1740008280.367649,23.8466015625,144190,49.77131003298873,0,0,0,114,27,3,0,0,0
1740008281.3793657,23.8415234375,144561,49.758682156113025,0,0,0,111,26,3,0,0,0
1740008282.3912141,23.8380078125,145437,49.770222235449076,0,0,0,111,26,3,0,0,0
1740008283.4029973,23.8333203125,146323,49.757644050201506,0,0,0,111,26,3,0,0,0
1740008284.4142668,23.82921875,145815,49.7631173231713,0,0,0,111,26,4,0,0,0
1740008285.425923,23.8247265625,145563,49.75655660511599,0,0,0,111,26,4,0,0,0
1740008286.4374154,23.8200390625,143697,49.77394064471944,0,0,0,111,26,4,0,0,0
1740008287.4494889,23.8165234375,143451,49.833432069661406,0,0,0,102,26,6,0,0,0
1740008288.4612718,23.8130078125,144811,49.922927991969345,0,0,0,102,26,6,0,0,0
1740008289.4730532,23.8102734375,145689,50.00656629304258,0,0,0,102,26,6,0,0,0
1740008290.4847445,23.8067578125,145060,50.07213503495958,0,0,0,102,26,6,0,0,0
1740008291.4963179,23.804609375,146450,50.0958733146806,0,0,0,102,26,6,0,0,0
1740008292.5079062,23.8032421875,145942,50.095699436793375,0,0,0,102,26,6,0,0,0
1740008293.5191562,23.800703125,145311,50.08937341965981,0,0,0,126,30,6,0,0,0
1740008294.5309238,23.79796875,145815,50.077020159454534,0,0,0,126,30,6,0,0,0
1740008295.5454235,23.79484375,146578,50.05861614018652,0,0,0,126,30,6,0,0,0
1740008296.557283,23.791328125,145437,50.05816932470945,0,0,0,108,28,6,0,0,0
1740008297.5690646,23.7872265625,145815,50.033642240493876,0,0,0,108,28,6,0,0,0
1740008298.5808885,23.784296875,145563,50.021268414747745,0,0,0,108,28,6,0,0,0
1740008299.5926378,23.7821484375,145942,50.008994742072794,0,0,0,120,30,7,0,0,0
1740008300.6045332,23.78,146706,50.01472219941549,0,0,0,120,30,7,0,0,0
1740008301.616379,23.7770703125,146578,50.008349911386645,0,0,0,120,30,7,0,0,0
1740008302.6282825,23.7751171875,146834,50.002101890913565,0,0,0,141,37,10,0,0,0
1740008303.6401432,23.7723828125,146196,50.00175472772085,0,0,0,141,37,10,0,0,0
1740008304.6523304,23.770234375,145942,49.983483278159945,0,0,0,141,37,10,0,0,0
1740008305.664257,23.7688671875,146834,49.989309099030415,0,0,0,141,37,9,0,0,0
